PDB,total_residues_all,altloc_residues_all,proportion_altlocs_all,total_residues_close,altloc_residues_close,proportion_altlocs_close
3QE4,613,2,0.0032626427406199023,18,0,0.0
3QEI,932,6,0.006437768240343348,14,0,0.0
3QEN,470,0,0.0,16,0,0.0
3QEP,930,16,0.017204301075268817,15,8,0.5333333333333333
3QER,932,7,0.0075107296137339056,15,9,0.6
3QES,931,22,0.023630504833512353,18,0,0.0
3QET,933,14,0.015005359056806002,16,0,0.0
3QEV,931,14,0.015037593984962405,14,8,0.5714285714285714
3QEW,931,39,0.04189044038668099,16,8,0.5
3QEX,931,14,0.015037593984962405,18,0,0.0
3QEZ,436,9,0.020642201834862386,25,0,0.0
3QF0,438,18,0.0410958904109589,24,8,0.3333333333333333
3QF4,1160,0,0.0,19,0,0.0
3QF7,782,31,0.03964194373401535,32,11,0.34375
3QF8,10,0,0.0,2,0,0.0
3QF9,283,8,0.028268551236749116,18,0,0.0
3QFA,1198,0,0.0,49,0,0.0
3QFB,1196,0,0.0,49,0,0.0
3QFC,1215,0,0.0,26,0,0.0
3QFF,754,0,0.0,19,0,0.0
3QFK,499,15,0.03006012024048096,9,0,0.0
3QFO,500,0,0.0,17,0,0.0
3QFR,1207,0,0.0,24,0,0.0
3QFS,435,0,0.0,24,0,0.0
3QFT,433,0,0.0,24,0,0.0
3QFU,379,0,0.0,25,0,0.0
3QFV,791,0,0.0,16,0,0.0
3QGA,4722,0,0.0,21,0,0.0
3QGD,1053,0,0.0,18,0,0.0
3QGE,1072,0,0.0,18,0,0.0
3QGF,1067,0,0.0,18,0,0.0
3QGG,1067,0,0.0,48,0,0.0
3QGH,561,3,0.0053475935828877,31,0,0.0
3QGI,561,8,0.0142602495543672,31,0,0.0
3QGK,4722,0,0.0,21,0,0.0
3QGT,1089,0,0.0,35,0,0.0
3QGW,484,1,0.002066115702479339,18,8,0.4444444444444444
3QGY,491,1,0.002036659877800407,18,8,0.4444444444444444
3QGZ,114,16,0.14035087719298245,17,39,2.2941176470588234
3QH1,316,23,0.07278481012658228,19,10,0.5263157894736842
3QH2,783,6,0.007662835249042145,16,0,0.0
3QH8,272,11,0.04044117647058824,15,8,0.5333333333333333
3QHD,469,4,0.008528784648187633,15,0,0.0
3QHR,1156,0,0.0,23,0,0.0
3QHW,1144,10,0.008741258741258742,23,0,0.0
3QHX,1489,48,0.03223640026863667,27,0,0.0
3QI1,382,0,0.0,28,0,0.0
3QI3,650,0,0.0,17,0,0.0
3QI4,650,0,0.0,12,0,0.0
3QI5,466,1,0.002145922746781116,22,0,0.0
3QI6,1484,32,0.0215633423180593,27,0,0.0
3QI9,824,0,0.0,48,0,0.0
3QIC,452,0,0.0,12,0,0.0
3QIH,198,14,0.0707070707070707,12,24,2.0
3QIN,137,0,0.0,10,0,0.0
3QIO,136,1,0.007352941176470588,9,8,0.8888888888888888
3QIP,956,0,0.0,11,0,0.0
3QIU,794,0,0.0,4,0,0.0
3QIY,393,1,0.002544529262086514,19,11,0.5789473684210527
3QIZ,399,1,0.002506265664160401,19,0,0.0
3QJ0,395,0,0.0,19,0,0.0
3QJ4,671,2,0.0029806259314456036,42,13,0.30952380952380953
3QJ6,94,0,0.0,11,0,0.0
3QJ9,1093,13,0.011893870082342177,26,0,0.0
3QJG,2041,91,0.044585987261146494,29,0,0.0
3QJI,246,0,0.0,19,0,0.0
3QJZ,808,0,0.0,20,0,0.0
3QK0,820,0,0.0,24,0,0.0
3QK2,131,6,0.04580152671755725,10,0,0.0
3QK5,1095,20,0.0182648401826484,26,0,0.0
3QKD,282,5,0.01773049645390071,25,0,0.0
3QKE,3174,16,0.005040957781978576,20,0,0.0
3QKK,336,0,0.0,27,0,0.0
3QKL,327,0,0.0,27,0,0.0
3QKM,329,0,0.0,27,0,0.0
3QKT,1315,0,0.0,30,0,0.0
3QKU,692,0,0.0,21,0,0.0
3QKV,1092,4,0.003663003663003663,21,0,0.0
3QKW,1307,0,0.0,22,0,0.0
3QKZ,630,1,0.0015873015873015873,31,8,0.25806451612903225
3QL0,159,6,0.03773584905660377,32,10,0.3125
3QL3,159,6,0.03773584905660377,34,8,0.23529411764705882
3QL8,294,3,0.01020408163265306,17,0,0.0
3QL9,134,1,0.007462686567164179,13,10,0.7692307692307693
3QLA,264,5,0.01893939393939394,13,0,0.0
3QLB,1343,0,0.0,15,0,0.0
3QLF,507,1,0.0019723865877712033,23,0,0.0
3QLG,519,0,0.0,22,0,0.0
3QLH,962,0,0.0,20,0,0.0
3QLQ,943,8,0.008483563096500531,11,0,0.0
3QLR,386,10,0.025906735751295335,30,16,0.5333333333333333
3QLS,386,15,0.038860103626943004,27,34,1.2592592592592593
3QLW,380,0,0.0,29,0,0.0
3QLX,450,0,0.0,36,0,0.0
3QLY,450,0,0.0,36,0,0.0
3QLZ,450,0,0.0,34,0,0.0
3QM0,354,0,0.0,27,0,0.0
3QM1,250,8,0.032,20,0,0.0
3QM4,930,0,0.0,21,0,0.0
3QMR,437,4,0.009153318077803204,24,0,0.0
3QMS,437,14,0.032036613272311214,24,0,0.0
3QMT,437,12,0.02745995423340961,24,0,0.0
3QN1,474,0,0.0,22,0,0.0
3QN6,395,12,0.030379746835443037,28,0,0.0
3QN8,198,21,0.10606060606060606,12,40,3.3333333333333335
3QNA,708,0,0.0,22,0,0.0
3QNB,963,0,0.0,18,0,0.0
3QNC,483,6,0.012422360248447204,18,8,0.4444444444444444
3QND,1104,5,0.004528985507246377,9,8,0.8888888888888888
3QNG,129,0,0.0,8,0,0.0
3QNL,242,5,0.02066115702479339,13,0,0.0
3QNN,930,5,0.005376344086021506,17,0,0.0
3QNO,929,18,0.0193756727664155,16,21,1.3125
3QNU,395,0,0.0,24,0,0.0
3QNW,897,0,0.0,13,0,0.0
3QO2,291,4,0.013745704467353952,14,13,0.9285714285714286
3QO3,366,0,0.0,10,0,0.0
3QO7,440,4,0.00909090909090909,20,0,0.0
3QO9,965,0,0.0,21,0,0.0
3QOA,460,0,0.0,12,0,0.0
3QOF,1604,0,0.0,24,0,0.0
3QOJ,129,1,0.007751937984496124,18,0,0.0
3QOL,129,0,0.0,18,0,0.0
3QOR,587,28,0.04770017035775128,4,0,0.0
3QOW,322,3,0.009316770186335404,27,0,0.0
3QOX,326,1,0.003067484662576687,26,0,0.0
3QP0,198,21,0.10606060606060606,14,7,0.5
3QP1,178,0,0.0,18,0,0.0
3QP2,178,1,0.0056179775280898875,19,3,0.15789473684210525
3QP4,178,0,0.0,19,0,0.0
3QP5,966,0,0.0,20,0,0.0
3QP6,258,0,0.0,18,0,0.0
3QPA,196,15,0.07653061224489796,18,0,0.0
3QPB,4487,0,0.0,18,0,0.0
3QPC,196,17,0.08673469387755102,18,0,0.0
3QPD,186,4,0.021505376344086023,16,0,0.0
3QPE,1525,4,0.002622950819672131,16,0,0.0
3QPG,396,18,0.045454545454545456,26,3,0.11538461538461539
3QPJ,198,3,0.015151515151515152,16,0,0.0
3QPN,305,1,0.003278688524590164,15,0,0.0
3QPO,305,5,0.01639344262295082,18,0,0.0
3QPP,305,0,0.0,19,0,0.0
3QPS,202,0,0.0,18,0,0.0
3QPV,440,1,0.0022727272727272726,24,0,0.0
3QPW,431,4,0.009280742459396751,24,0,0.0
3QQA,200,0,0.0,21,0,0.0
3QQF,294,2,0.006802721088435374,16,0,0.0
3QQG,294,2,0.006802721088435374,17,0,0.0
3QQH,294,1,0.003401360544217687,20,0,0.0
3QQI,426,5,0.011737089201877934,4,0,0.0
3QQJ,294,2,0.006802721088435374,17,0,0.0
3QQK,294,1,0.003401360544217687,18,0,0.0
3QQL,294,8,0.027210884353741496,17,0,0.0
3QQM,1662,15,0.009025270758122744,29,0,0.0
3QQP,1056,20,0.01893939393939394,34,3,0.08823529411764706
3QQU,1158,0,0.0,19,0,0.0
3QRC,307,1,0.003257328990228013,6,0,0.0
3QRK,270,0,0.0,24,0,0.0
3QRM,198,13,0.06565656565656566,17,6,0.35294117647058826
3QRN,10,0,0.0,1,0,0.0
3QRO,198,16,0.08080808080808081,17,6,0.35294117647058826
3QRP,228,0,0.0,1,0,0.0
3QRR,221,0,0.0,1,0,0.0
3QRS,198,12,0.06060606060606061,17,5,0.29411764705882354
3QRT,294,4,0.013605442176870748,18,0,0.0
3QRU,295,3,0.010169491525423728,18,0,0.0
3QRW,518,0,0.0,34,0,0.0
3QS0,684,0,0.0,11,0,0.0
3QSA,694,0,0.0,29,0,0.0
3QSB,731,32,0.04377564979480164,17,3,0.17647058823529413
3QSC,10,0,0.0,4,0,0.0
3QSD,253,26,0.10276679841897234,24,5,0.20833333333333334
3QSE,767,0,0.0,42,0,0.0
3QSF,11,0,0.0,4,0,0.0
3QSM,774,0,0.0,41,0,0.0
3QSP,852,3,0.0035211267605633804,3,0,0.0
3QSS,766,0,0.0,42,0,0.0
3QT0,279,0,0.0,23,0,0.0
3QT6,649,0,0.0,19,0,0.0
3QT7,653,0,0.0,21,0,0.0
3QT8,658,0,0.0,21,0,0.0
3QT9,424,0,0.0,11,0,0.0
3QTB,255,0,0.0,20,0,0.0
3QTC,257,8,0.0311284046692607,18,3,0.16666666666666666
3QTF,207,2,0.00966183574879227,20,0,0.0
3QTI,572,1,0.0017482517482517483,20,0,0.0
3QTM,649,3,0.004622496147919877,16,0,0.0
3QTP,877,20,0.02280501710376283,15,0,0.0
3QTQ,294,3,0.01020408163265306,18,0,0.0
3QTR,282,3,0.010638297872340425,18,0,0.0
3QTS,282,1,0.0035460992907801418,21,0,0.0
3QTT,514,7,0.013618677042801557,27,0,0.0
3QTU,294,3,0.01020408163265306,23,0,0.0
3QTW,294,2,0.006802721088435374,18,0,0.0
3QTX,294,2,0.006802721088435374,24,0,0.0
3QTZ,294,5,0.017006802721088437,20,3,0.15
3QU0,294,3,0.01020408163265306,18,0,0.0
3QU8,2777,0,0.0,8,0,0.0
3QUD,345,2,0.005797101449275362,24,3,0.125
3QUE,343,0,0.0,27,0,0.0
3QUG,226,11,0.048672566371681415,17,4,0.23529411764705882
3QUH,224,0,0.0,18,0,0.0
3QUN,247,6,0.024291497975708502,22,0,0.0
3QUO,265,5,0.018867924528301886,22,0,0.0
3QUP,241,0,0.0,20,0,0.0
3QUR,249,7,0.028112449799196786,19,0,0.0
3QUS,1099,0,0.0,15,0,0.0
3QUX,804,0,0.0,52,0,0.0
3QUY,807,6,0.007434944237918215,49,0,0.0
3QUZ,804,2,0.0024875621890547263,51,0,0.0
3QV1,2054,4,0.0019474196689386564,33,0,0.0
3QV2,320,1,0.003125,25,0,0.0
3QV8,888,4,0.0045045045045045045,12,0,0.0
3QV9,893,8,0.008958566629339306,13,0,0.0
3QVB,251,2,0.00796812749003984,18,0,0.0
3QVF,274,5,0.01824817518248175,21,0,0.0
3QVH,260,4,0.015384615384615385,18,0,0.0
3QVK,490,3,0.006122448979591836,17,0,0.0
3QVL,490,1,0.0020408163265306124,17,3,0.17647058823529413
3QVP,581,0,0.0,47,0,0.0
3QVQ,988,36,0.03643724696356275,15,0,0.0
3QVS,392,18,0.04591836734693878,39,3,0.07692307692307693
3QVT,392,18,0.04591836734693878,40,3,0.075
3QVU,576,7,0.012152777777777778,25,0,0.0
3QVV,576,0,0.0,24,0,0.0
3QVW,392,17,0.04336734693877551,39,3,0.07692307692307693
3QVX,392,16,0.04081632653061224,39,4,0.10256410256410256
3QVY,424,0,0.0,3,0,0.0
3QVZ,424,0,0.0,3,0,0.0
3QW0,424,4,0.009433962264150943,4,0,0.0
3QW2,1568,0,0.0,38,0,0.0
3QWB,1320,0,0.0,34,0,0.0
3QWH,1039,0,0.0,37,0,0.0
3QWI,1041,0,0.0,36,0,0.0
3QWJ,294,2,0.006802721088435374,18,0,0.0
3QWK,294,2,0.006802721088435374,17,0,0.0
3QWP,425,13,0.03058823529411765,22,8,0.36363636363636365
3QWR,529,0,0.0,3,0,0.0
3QWU,730,13,0.01780821917808219,16,0,0.0
3QWV,430,2,0.004651162790697674,22,8,0.36363636363636365
3QWW,430,4,0.009302325581395349,21,8,0.38095238095238093
3QX2,294,4,0.013605442176870748,19,0,0.0
3QX3,1382,39,0.028219971056439943,15,22,1.4666666666666666
3QX4,294,2,0.006802721088435374,16,0,0.0
3QX8,399,0,0.0,13,0,0.0
3QX9,400,0,0.0,13,0,0.0
3QXC,224,19,0.08482142857142858,18,17,0.9444444444444444
3QXH,224,16,0.07142857142857142,17,10,0.5882352941176471
3QXJ,224,10,0.044642857142857144,15,9,0.6
3QXO,294,0,0.0,18,0,0.0
3QXP,294,3,0.01020408163265306,18,0,0.0
3QXR,42,1,0.023809523809523808,7,21,3.0
3QXS,224,19,0.08482142857142858,19,0,0.0
3QXT,248,7,0.028225806451612902,21,0,0.0
3QXV,606,0,0.0,20,0,0.0
3QXX,224,12,0.05357142857142857,16,19,1.1875
3QY0,224,9,0.04017857142857143,13,0,0.0
3QYK,257,9,0.03501945525291829,20,0,0.0
3QYL,159,9,0.05660377358490566,34,25,0.7352941176470589
3QYO,159,8,0.050314465408805034,34,0,0.0
3QYW,340,24,0.07058823529411765,14,10,0.7142857142857143
3QYZ,340,42,0.12352941176470589,18,11,0.6111111111111112
3QZ7,369,0,0.0,21,0,0.0
3QZ8,369,1,0.0027100271002710027,19,0,0.0
3QZF,294,0,0.0,17,0,0.0
3QZG,294,2,0.006802721088435374,16,0,0.0
3QZH,294,0,0.0,17,0,0.0
3QZI,294,2,0.006802721088435374,18,0,0.0
3QZQ,705,18,0.02553191489361702,24,12,0.5
3QZR,356,94,0.2640449438202247,23,49,2.130434782608696
3QZY,489,0,0.0,25,0,0.0
3R00,274,0,0.0,15,0,0.0
3R01,274,0,0.0,17,0,0.0
3R02,271,1,0.0036900369003690036,20,0,0.0
3R03,256,0,0.0,15,0,0.0
3R04,271,2,0.007380073800738007,19,9,0.47368421052631576
3R0D,422,3,0.0071090047393364926,8,0,0.0
3R0F,357,34,0.09523809523809523,24,20,0.8333333333333334
3R0I,786,0,0.0,15,0,0.0
3R0Q,1401,0,0.0,26,0,0.0
3R0T,327,4,0.012232415902140673,22,9,0.4090909090909091
3R0W,198,0,0.0,15,0,0.0
3R0Y,198,0,0.0,11,0,0.0
3T10,214,0,0.0,21,0,0.0
3T11,197,4,0.02030456852791878,17,0,0.0
3T12,441,8,0.018140589569160998,20,0,0.0
3T14,421,2,0.004750593824228029,42,4,0.09523809523809523
3T19,958,0,0.0,20,0,0.0
3T1A,954,0,0.0,20,0,0.0
3T1D,521,9,0.01727447216890595,11,0,0.0
3T1F,362,29,0.08011049723756906,43,5,0.11627906976744186
3T1H,3920,0,0.0,14,0,0.0
3T1K,427,0,0.0,21,0,0.0
3T1L,138,11,0.07971014492753623,8,0,0.0
3T1M,137,6,0.043795620437956206,13,4,0.3076923076923077
3T1N,387,4,0.0103359173126615,9,0,0.0
3T1O,381,6,0.015748031496062992,19,0,0.0
3T1Q,443,4,0.009029345372460496,26,0,0.0
3T1T,738,16,0.02168021680216802,19,0,0.0
3T1U,167,0,0.0,8,0,0.0
3T1V,750,9,0.012,19,0,0.0
3T1Y,3920,0,0.0,13,0,0.0
3T2D,390,17,0.04358974358974359,20,0,0.0
3T2E,385,5,0.012987012987012988,12,0,0.0
3T2K,421,1,0.0023752969121140144,42,3,0.07142857142857142
3T2P,4059,0,0.0,15,0,0.0
3T2Q,4060,0,0.0,16,0,0.0
3T2S,422,0,0.0,20,0,0.0
3T2V,684,0,0.0,10,0,0.0
3T2W,115,3,0.02608695652173913,16,3,0.1875
3T2Y,407,4,0.009828009828009828,42,5,0.11904761904761904
3T2Z,854,5,0.00585480093676815,43,4,0.09302325581395349
3T31,419,2,0.00477326968973747,40,3,0.075
3T32,706,7,0.009915014164305949,22,0,0.0
3T34,676,0,0.0,28,0,0.0
3T35,1356,0,0.0,25,0,0.0
3T37,509,8,0.015717092337917484,48,3,0.0625
3T39,684,0,0.0,9,0,0.0
3T3C,198,10,0.050505050505050504,17,3,0.17647058823529413
3T3D,809,1,0.0012360939431396785,27,0,0.0
3T3E,809,0,0.0,27,0,0.0
3T3F,556,8,0.014388489208633094,18,4,0.2222222222222222
3T3G,806,1,0.0012406947890818859,27,0,0.0
3T3H,806,1,0.0012406947890818859,26,0,0.0
3T3I,809,1,0.0012360939431396785,27,0,0.0
3T3Q,1852,9,0.004859611231101512,14,0,0.0
3T3R,1853,6,0.0032379924446842958,15,0,0.0
3T3S,3712,0,0.0,14,0,0.0
3T3U,452,6,0.01327433628318584,21,0,0.0
3T3V,453,5,0.011037527593818985,22,0,0.0
3T3Y,199,3,0.01507537688442211,17,0,0.0
3T3Z,1856,3,0.0016163793103448276,14,0,0.0
3T40,251,7,0.027888446215139442,13,3,0.23076923076923078
3T42,316,15,0.04746835443037975,33,3,0.09090909090909091
3T44,259,7,0.02702702702702703,21,0,0.0
3T45,675,0,0.0,21,0,0.0
3T4B,83,0,0.0,1,0,0.0
3T4E,566,18,0.03180212014134275,27,0,0.0
3T4G,20,0,0.0,9,0,0.0
3T4H,201,4,0.01990049751243781,23,0,0.0
3T4J,528,30,0.056818181818181816,20,4,0.2
3T4K,531,25,0.047080979284369114,22,3,0.13636363636363635
3T4L,529,36,0.06805293005671077,21,4,0.19047619047619047
3T4M,2143,23,0.010732617825478302,5,3,0.6
3T4N,554,0,0.0,22,0,0.0
3T4O,531,33,0.062146892655367235,22,4,0.18181818181818182
3T4P,322,0,0.0,28,0,0.0
3T4Q,529,22,0.04158790170132325,22,0,0.0
3T4S,529,31,0.05860113421550094,21,4,0.19047619047619047
3T4T,531,36,0.06779661016949153,18,3,0.16666666666666666
3T4V,199,3,0.01507537688442211,20,0,0.0
3T54,318,6,0.018867924528301886,25,3,0.12
3T55,258,3,0.011627906976744186,20,0,0.0
3T58,2007,12,0.005979073243647235,32,0,0.0
3T59,2003,0,0.0,32,0,0.0
3T5D,467,0,0.0,21,0,0.0
3T5E,22,0,0.0,13,0,0.0
3T5G,317,3,0.00946372239747634,23,3,0.13043478260869565
3T5H,370,0,0.0,12,0,0.0
3T5J,370,0,0.0,12,0,0.0
3T5K,371,0,0.0,20,0,0.0
3T5L,371,0,0.0,20,0,0.0
3T5M,668,5,0.0074850299401197605,14,0,0.0
3T5W,1824,0,0.0,12,0,0.0
3T5Y,683,3,0.004392386530014641,17,0,0.0
3T5Z,258,4,0.015503875968992248,13,0,0.0
3T60,419,1,0.002386634844868735,16,0,0.0
3T64,442,22,0.049773755656108594,16,4,0.25
3T6A,1232,7,0.005681818181818182,9,0,0.0
3T6C,829,29,0.03498190591073583,19,0,0.0
3T6I,330,12,0.03636363636363636,21,4,0.19047619047619047
3T6S,683,4,0.005856515373352855,20,0,0.0
3T6W,1485,10,0.006734006734006734,9,0,0.0
3T6Y,443,1,0.002257336343115124,16,0,0.0
3T70,437,23,0.05263157894736842,16,5,0.3125
3T71,1485,12,0.00808080808080808,9,0,0.0
3T73,316,11,0.03481012658227848,19,0,0.0
3T74,316,17,0.05379746835443038,21,0,0.0
3T78,257,9,0.03501945525291829,13,0,0.0
3T7A,319,10,0.03134796238244514,24,4,0.16666666666666666
3T7C,1105,16,0.014479638009049774,35,0,0.0
3T7K,475,0,0.0,10,0,0.0
3T7M,526,7,0.013307984790874524,22,0,0.0
3T7N,511,6,0.011741682974559686,22,0,0.0
3T7Q,330,8,0.024242424242424242,18,3,0.16666666666666666
3T7R,496,0,0.0,8,0,0.0
3T7S,965,0,0.0,22,0,0.0
3T7T,967,0,0.0,22,0,0.0
3T7V,337,0,0.0,27,0,0.0
3T7X,330,9,0.02727272727272727,19,0,0.0
3T80,926,0,0.0,15,0,0.0
3T82,257,0,0.0,19,0,0.0
3T83,257,0,0.0,24,0,0.0
3T84,257,0,0.0,21,0,0.0
3T85,257,0,0.0,20,0,0.0
3T87,316,12,0.0379746835443038,20,0,0.0
3T8C,316,10,0.03164556962025317,20,0,0.0
3T8D,316,13,0.04113924050632911,20,0,0.0
3T8F,316,11,0.03481012658227848,20,0,0.0
3T8G,316,10,0.03164556962025317,19,0,0.0
3T8H,316,16,0.05063291139240506,20,3,0.15
3T8M,841,0,0.0,22,0,0.0
3T8N,516,49,0.09496124031007752,7,0,0.0
3T8O,493,3,0.006085192697768763,21,0,0.0
3T8S,988,0,0.0,8,0,0.0
3T8V,889,6,0.006749156355455568,25,0,0.0
3T8W,6173,0,0.0,31,0,0.0
3T8X,750,4,0.005333333333333333,32,0,0.0
3T91,429,12,0.027972027972027972,7,0,0.0
3T92,113,10,0.08849557522123894,5,0,0.0
3T94,1620,129,0.07962962962962963,23,3,0.13043478260869565
3T95,314,10,0.03184713375796178,16,0,0.0
3T96,774,0,0.0,19,0,0.0
3T99,327,3,0.009174311926605505,23,3,0.13043478260869565
3T9A,318,7,0.0220125786163522,25,3,0.12
3T9B,317,6,0.01892744479495268,25,0,0.0
3T9C,325,11,0.033846153846153845,17,4,0.23529411764705882
3T9D,325,12,0.036923076923076927,18,0,0.0
3T9E,325,11,0.033846153846153845,20,4,0.2
3T9F,318,7,0.0220125786163522,21,3,0.14285714285714285
3T9I,273,0,0.0,21,0,0.0
3T9Q,443,0,0.0,7,0,0.0
3T9T,263,4,0.015209125475285171,22,0,0.0
3T9U,774,0,0.0,17,0,0.0
3T9V,516,0,0.0,12,0,0.0
3TA0,586,0,0.0,23,0,0.0
3TA1,658,0,0.0,23,0,0.0
3TA2,327,5,0.01529051987767584,15,0,0.0
3TA3,805,1,0.0012422360248447205,46,3,0.06521739130434782
3TA4,822,3,0.0036496350364963502,9,0,0.0
3TAB,3742,0,0.0,11,0,0.0
3TAE,3722,0,0.0,6,0,0.0
3TAF,3742,0,0.0,10,0,0.0
3TAG,3725,0,0.0,7,0,0.0
3TAH,524,23,0.04389312977099236,17,3,0.17647058823529413
3TAM,960,0,0.0,20,0,0.0
3TAN,601,3,0.004991680532445923,8,0,0.0
3TAX,1418,10,0.007052186177715092,27,3,0.1111111111111111
3TAY,326,5,0.015337423312883436,10,0,0.0
3TAZ,865,0,0.0,16,0,0.0
3TB0,161,7,0.043478260869565216,9,0,0.0
3TB6,566,14,0.024734982332155476,12,0,0.0
3TB9,643,0,0.0,12,0,0.0
3TBA,660,0,0.0,14,0,0.0
3TBC,834,0,0.0,8,0,0.0
3TBH,322,1,0.003105590062111801,30,0,0.0
3TBK,514,0,0.0,14,0,0.0
3TC5,144,0,0.0,15,0,0.0
3TCE,582,0,0.0,12,0,0.0
3TCT,229,23,0.10043668122270742,11,16,1.4545454545454546
3TCZ,146,0,0.0,15,0,0.0
3TD4,972,0,0.0,17,0,0.0
3TD5,970,0,0.0,14,0,0.0
3TD7,253,2,0.007905138339920948,29,0,0.0
3TD8,202,0,0.0,33,0,0.0
3TDA,1846,0,0.0,22,0,0.0
3TDB,146,0,0.0,16,0,0.0
3TDC,720,9,0.0125,6,0,0.0
3TDD,6102,0,0.0,24,0,0.0
3TDH,559,0,0.0,18,0,0.0
3TDK,5516,0,0.0,26,0,0.0
3TDV,600,6,0.01,21,0,0.0
3TDW,302,19,0.06291390728476821,21,21,1.0
3TE4,210,0,0.0,26,0,0.0
3TE5,554,0,0.0,26,0,0.0
3TE7,456,0,0.0,28,0,0.0
3TE9,623,27,0.04333868378812199,18,26,1.4444444444444444
3TEG,405,0,0.0,17,0,0.0
3TEI,356,0,0.0,23,0,0.0
3TEJ,604,0,0.0,28,0,0.0
3TEL,372,11,0.02956989247311828,37,18,0.4864864864864865
3TEM,456,0,0.0,27,0,0.0
3TEP,372,5,0.013440860215053764,37,18,0.4864864864864865
3TF6,522,5,0.009578544061302681,9,0,0.0
3TFJ,738,44,0.05962059620596206,22,22,1.0
3TFL,371,5,0.013477088948787063,38,10,0.2631578947368421
3TFN,284,1,0.0035211267605633804,23,12,0.5217391304347826
3TFP,284,1,0.0035211267605633804,20,10,0.5
3TFQ,1077,16,0.014856081708449397,33,0,0.0
3TFR,357,1,0.0028011204481792717,21,0,0.0
3TFS,357,0,0.0,21,0,0.0
3TFT,849,10,0.011778563015312132,17,0,0.0
3TFU,829,10,0.012062726176115802,25,0,0.0
3TFV,284,0,0.0,25,0,0.0
3TFY,471,0,0.0,26,0,0.0
3TG2,205,23,0.11219512195121951,17,0,0.0
3TG4,427,0,0.0,21,0,0.0
3TG5,433,0,0.0,22,0,0.0
3TG6,853,0,0.0,19,0,0.0
3TGE,323,0,0.0,18,0,0.0
3TGG,323,0,0.0,18,0,0.0
3TGM,429,0,0.0,17,0,0.0
3TGP,166,123,0.7409638554216867,31,153,4.935483870967742
3TGW,886,27,0.030474040632054177,9,0,0.0
3TH5,347,4,0.011527377521613832,28,0,0.0
3TH8,416,0,0.0,20,0,0.0
3TH9,198,1,0.005050505050505051,14,0,0.0
3THB,287,0,0.0,24,0,0.0
3THH,628,0,0.0,17,0,0.0
3THO,723,0,0.0,19,0,0.0
3THP,297,0,0.0,14,0,0.0
3THQ,430,31,0.07209302325581396,24,0,0.0
3THS,1135,0,0.0,13,0,0.0
3THT,1213,0,0.0,14,0,0.0
3THW,1803,4,0.0022185246810870773,17,0,0.0
3THX,1766,16,0.009060022650056626,19,0,0.0
3THY,1785,9,0.005042016806722689,20,0,0.0
3THZ,1781,0,0.0,21,0,0.0
3TI1,294,1,0.003401360544217687,19,0,0.0
3TI3,764,10,0.013089005235602094,19,0,0.0
3TIA,1552,2,0.001288659793814433,19,0,0.0
3TIC,1552,2,0.001288659793814433,19,0,0.0
3TIJ,404,0,0.0,17,0,0.0
3TIK,1800,0,0.0,21,0,0.0
3TIN,312,0,0.0,14,0,0.0
3TIT,306,1,0.0032679738562091504,19,11,0.5789473684210527
3TIU,306,2,0.006535947712418301,26,0,0.0
3TIV,867,28,0.03229527104959631,9,0,0.0
3TIY,293,2,0.006825938566552901,13,0,0.0
3TIZ,293,0,0.0,17,0,0.0
3TJ2,183,0,0.0,17,0,0.0
3TJ7,681,19,0.027900146842878122,8,0,0.0
3TJL,404,12,0.0297029702970297,26,0,0.0
3TJM,275,38,0.13818181818181818,24,10,0.4166666666666667
3TJP,843,0,0.0,22,0,0.0
3TJS,460,1,0.002173913043478261,23,0,0.0
3TJU,228,0,0.0,18,0,0.0
3TJX,609,33,0.054187192118226604,30,0,0.0
3TJZ,1122,0,0.0,27,0,0.0
3TK0,126,2,0.015873015873015872,28,22,0.7857142857142857
3TK1,624,1,0.0016025641025641025,14,0,0.0
3TK3,1860,9,0.004838709677419355,12,11,0.9166666666666666
3TK5,280,1,0.0035714285714285713,24,0,0.0
3TK6,280,2,0.007142857142857143,23,0,0.0
3TK7,637,34,0.05337519623233909,19,0,0.0
3TKA,283,3,0.01060070671378092,24,0,0.0
3TKC,254,10,0.03937007874015748,29,10,0.3448275862068966
3TKF,623,39,0.06260032102728733,19,25,1.3157894736842106
3TKH,269,0,0.0,16,0,0.0
3TKI,272,0,0.0,21,0,0.0
3TKL,363,0,0.0,31,0,0.0
3TKM,270,18,0.06666666666666667,26,17,0.6538461538461539
3TKW,202,16,0.07920792079207921,17,59,3.4705882352941178
3TKY,1411,0,0.0,21,0,0.0
3TKZ,111,0,0.0,15,0,0.0
3VT3,261,0,0.0,28,0,0.0
3VT4,251,0,0.0,32,0,0.0
3VT5,251,0,0.0,33,0,0.0
3VT6,251,0,0.0,30,0,0.0
3VT7,241,0,0.0,26,0,0.0
3VT8,244,0,0.0,28,0,0.0
3VT9,244,0,0.0,31,0,0.0
3VTB,251,0,0.0,29,0,0.0
3VTC,251,0,0.0,30,0,0.0
3VTD,251,0,0.0,30,0,0.0
3VTF,432,0,0.0,24,0,0.0
3VTH,1388,4,0.002881844380403458,24,0,0.0
3VTK,313,0,0.0,20,0,0.0
3VTM,226,0,0.0,15,0,0.0
3VU8,500,0,0.0,13,0,0.0
3VUC,678,0,0.0,27,0,0.0
